lon,lat,depth,mrr,mtt,mff,mrt,mrf,mtf,exponent,X,Y,name,M0,Mw,year
-126.42,41.15,20,0.01,-0.83,0.81,0.03,0.11,0.05,27,X,Y,2005M7.2,8.299999999999998e+19,7.209385394917383,2005
