time,lat,lon,depth,RMS,Nphs,Gap,Dist,errH,errZ,Mamp,Mdur,expect_lat,expect_lon,expect_z,EllipsoidAz1,EllipsoidDip1,EllipsoidLen1,EllipsoidAz2,EllipsoidDip2,EllipsoidLen2,EllipsoidLen3,minHorUnc,maxHorUnc,azMaxHorUnc,pdfVolume,mech_strike,mech_dip,mech_rake,mech_misfit,mech_Nobs,publicId,x,y,disloc,along_stk_disloc
1991-11-15 04:52:52.358120,40.3393,-124.3122,7.8156,0.039153,4,244.0,10.2271,41.1167,14.729107,1.62,-9.9,40.4664,-124.8083,16.6493,20.7981,2.34656,15.4751,129.6,82.7542,17.3187,51.26216,12.494,41.1167,110.523,546.1185,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/237561,79.68310621228208,-6.3177514278229046,38,92.88802753854894
1991-11-15 12:02:48.818262,40.3194,-124.5755,19.3469,0.029166,5,296.0,24.067,30.4471,11.191944,1.68,-9.9,40.32,-124.7299,20.1222,359.214,3.12203,7.59716,321.547,-86.0582,13.801,37.74863,6.15328,30.4471,89.0959,264.4157,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/237577,57.328361056345564,-8.731364399111925,74,70.90803527040394
1991-11-15 23:37:16.695223,40.3009,-124.3116,7.3191,0.0186533,6,176.0,5.95601,1.19495,1.2829087,1.46,-9.9,40.3003,-124.3127,7.3691,2.03635,21.5372,0.620807,287.468,-33.9885,0.913388,2.001122,0.574535,1.19495,71.2499,1.128699,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/237607,79.7792981406978,-10.581048271284958,38,93.429328385017
1991-11-16 05:13:04.917756,40.3085,-124.341,7.9758,0.0196054,6,203.0,7.34513,13.023,5.2214913,1.26,-9.9,40.3098,-124.3759,8.9893,165.527,50.531,5.64602,175.28,-39.0603,7.27526,16.18157,5.38512,13.023,81.1463,4.308197,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/237627,77.27124199462946,-9.763263781242966,38,90.84952987691086
1991-11-19 15:36:46.948190,40.3115,-124.5118,9.9137,0.0616248,11,270.0,18.6932,0.548938,0.74937075,2.43,-9.9,40.3114,-124.5113,9.8864,145.738,-9.82784,0.414594,234.53,6.93816,0.675031,0.9429146,0.353964,0.548938,57.648,0.5459587,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/237832,62.74966666551214,-9.56533346837989,35,76.38681590542627
1991-11-21 07:33:31.110947,40.3233,-124.3008,7.9117,0.0412611,5,165.0,8.47279,32.2629,13.307806,1.74,-9.9,40.3204,-124.4464,12.6552,359.299,-22.9917,13.5092,209.817,-63.7781,14.6689,40.73545,11.0589,32.2629,94.3379,7.341366,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/237972,80.6707643749985,-8.084018658922034,38,94.05490040589643
1991-11-27 16:54:56.012586,40.3725,-124.4851,16.3359,0.0148214,6,275.0,16.9723,31.8851,9.228294,1.5,-9.9,40.3938,-124.6186,17.1421,10.7554,1.74145,4.63011,299.23,-84.5195,10.9032,39.65188,3.74528,31.8851,100.607,41.40536,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/238372,64.96064649624958,-2.77267215053628,75,77.87565730826047
1991-11-30 16:37:41.284953,40.3763,-124.7285,18.3859,0.0996238,31,236.0,34.929,4.16306,6.6901937,3.7,-9.9,40.3764,-124.7359,21.1061,181.328,-0.0421253,2.03852,271.325,3.5935,5.14128,8.298283,1.64548,4.16306,91.333,124.7102,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/238564,44.2872269878129,-2.501090274669482,71,57.28710091885088
1991-12-03 13:42:57.834993,40.329,-124.3291,6.5023,0.0473282,6,189.0,9.25204,13.2478,3.6011586,1.49,-9.9,40.3176,-124.3652,7.031,354.761,35.9098,3.13077,341.028,-53.2973,4.48501,16.51496,2.95434,13.2478,80.0817,9.554137,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/238718,78.25910086940931,-7.476530957822168,38,91.5929484894774
1991-12-04 06:03:01.621521,40.3102,-124.538,19.4109,0.0238757,6,289.0,20.7261,32.8779,10.50922,1.61,-9.9,40.3013,-124.7818,20.9638,355.921,1.74566,6.44011,316.715,-87.7477,12.9887,40.74251,5.2058,32.8779,85.8808,134.684,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/238801,60.52378218293323,-9.727940084373502,74,74.19012207062804
1991-12-05 11:46:34.270634,40.3382,-124.4105,12.0758,0.0495058,6,243.0,13.3232,16.019,4.806921,1.3,-9.9,40.3391,-124.4339,11.2763,1.15272,11.5415,3.04778,342.247,-77.8195,5.90506,19.88618,2.59274,16.019,90.4175,13.94777,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/239798,71.33216408601155,-6.523821135934239,56,84.6043728969345
1991-12-09 13:04:23.721172,40.3361,-124.3986,6.118,0.0522773,9,236.0,12.5013,3.93635,2.1881766,2.31,-9.9,40.3341,-124.4115,5.9386,352.85,9.96021,1.07378,325.498,-78.816,2.7219,4.889723,0.934812,3.93635,82.2036,13.49516,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/239975,72.34551781633668,-6.747335438012678,37,85.63553897601057
1991-12-10 02:36:13.149029,40.2802,-124.2753,13.2289,0.029657,7,129.0,4.59711,30.5963,6.9639535,1.5,-9.9,40.2756,-124.3636,14.9491,4.96881,34.0974,5.68828,349.299,-54.8883,7.74103,38.21093,5.17887,30.5963,89.9985,7.044256,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/240022,82.89057249861527,-12.84613532186951,59,96.76032492502885
1991-12-12 04:26:59.847782,40.3269,-124.2816,8.8727,0.0360073,6,150.0,9.12677,19.0255,7.0514708,1.0,-9.9,40.3209,-124.3208,10.0023,356.138,31.493,4.42507,323.53,-53.9728,6.472,24.42387,4.12646,19.0255,76.5329,4.524838,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/240119,82.29809805116014,-7.66659528098063,39,95.62968675368111
1991-12-14 19:38:08.931546,40.3359,-124.7512,9.0969,0.0863608,15,259.0,38.876,10.1094,8.641285,2.78,-9.9,40.3263,-124.7708,9.2862,335.925,13.0713,3.74783,278.302,-66.5589,10.7084,12.73291,3.55376,10.1094,64.5088,518.9078,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/240695,42.38479773682872,-6.998250666649987,31,55.865174639199935
1991-12-21 10:21:47.992569,40.3573,-124.394,18.482,0.0488351,17,227.0,14.0072,2.53467,1.4220631,2.02,-9.9,40.3574,-124.3973,18.3779,180.947,18.368,1.44027,333.815,69.54,1.7435,3.165774,1.18968,2.53467,88.3626,10.7483,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/241449,72.71360091607862,-4.389545981300615,77,85.75514956940015
1991-12-21 20:25:40.194452,40.357,-124.3972,12.3641,0.0319909,5,270.0,14.1391,40.9517,12.216462,1.49,-9.9,40.3894,-124.6208,12.1964,12.7675,-37.5181,11.3894,208.819,-51.3759,14.6977,51.18141,10.2842,40.9517,108.723,209.6261,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/241479,72.44210398114076,-4.425484046129861,57,85.48889647376849
1991-12-22 04:33:59.489388,40.358,-124.4306,18.2898,0.037122,14,246.0,15.2806,2.65778,1.6034582,2.11,-9.9,40.3582,-124.4326,18.1044,166.001,-12.9523,1.59902,215.412,70.5319,1.87616,3.36432,1.30357,2.65778,78.9849,13.56635,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/241492,69.60395569902296,-4.341271524024623,76,82.65749325937693
1991-12-23 00:47:54.456074,40.3078,-124.3913,14.8945,0.041865,6,247.0,19.2234,26.4592,6.844426,1.24,-9.9,40.3077,-124.4616,15.4431,354.605,-9.13291,6.65276,206.6,-79.2665,7.91619,32.92698,5.39837,26.4592,85.4913,23.7062,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/241570,72.99628882225988,-9.883714220602535,57,86.61058584464142
1991-12-27 00:45:35.065844,40.3244,-124.3808,6.8547,0.0627722,8,290.0,23.2026,8.05199,4.053732,2.3,-9.9,40.3256,-124.416,5.5977,189.279,2.74514,2.81857,288.192,72.8051,4.19841,10.35012,2.27857,8.05199,98.5294,169.8147,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/1191563,73.8707404438743,-8.03176833747297,37,87.28666607155886
1992-01-01 10:19:20.603561,40.2697,-124.2833,9.4012,0.0491772,6,212.0,12.9934,1.5088,2.4050987,1.88,-9.9,40.2725,-124.281,8.3424,135.152,-7.79713,1.09755,226.268,-8.09405,1.83625,3.022962,0.935387,1.5088,42.216,2.471638,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/242218,82.22299034871124,-14.019481684088039,39,96.21904795211566
1992-01-04 05:09:04.186771,40.3017,-124.2345,3.9078,0.0144632,4,238.0,13.7314,24.9496,11.346617,1.84,-9.9,40.3365,-124.4127,6.7721,350.296,-84.9896,13.9822,0.106706,4.93749,21.3445,30.91184,17.1926,24.9496,89.9955,148.3078,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/242372,86.33275917166587,-10.419829006008928,19,99.93003686870904
1992-01-04 21:14:04.195443,40.3032,-124.3095,6.0859,0.0698713,8,254.0,17.2366,4.63166,3.5003526,2.09,-9.9,40.3004,-124.3234,5.8004,160.961,-34.9612,2.14506,205.711,45.4467,4.74981,5.968991,2.68461,4.63166,79.5152,31.45622,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/242404,79.95511221110621,-10.323766961646418,38,93.57728610762797
1992-01-07 03:54:42.272986,40.2982,-124.5005,19.7313,0.0223717,5,264.0,24.1012,29.5405,15.48415,2.03,-9.9,40.3235,-124.7162,25.0901,4.9629,-22.9475,6.88944,182.17,-67.0281,20.618,36.6007,8.26663,29.5405,94.6482,2020.339,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/242525,63.72268940886066,-11.03406613338471,75,77.50803269680164
1992-01-07 22:53:54.742311,40.3198,-124.2898,8.4242,0.0790629,12,204.0,17.8059,1.64517,2.176906,2.45,-9.9,40.3177,-124.2908,8.3056,161.774,19.2308,1.29805,258.888,19.5475,1.81561,2.936325,1.19074,1.64517,53.7749,9.385099,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/242565,81.60981446512444,-8.462558227832508,39,95.02837444079844
1992-01-09 23:47:22.750371,40.3297,-124.2935,9.5133,0.0205593,7,199.0,16.6617,8.17581,3.3456278,1.61,-9.9,40.3297,-124.3015,9.5307,355.591,-6.31997,2.17888,234.284,-77.9678,3.80064,10.2687,1.78103,8.17581,86.6207,5.397481,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/242651,81.28347236065626,-7.366695325406633,38,94.58927120738166
1992-01-10 13:18:42.921007,40.3191,-124.3136,9.7055,0.0785879,7,212.0,17.5351,6.21346,3.8381996,1.93,-9.9,40.321,-124.3244,10.1627,357.598,-5.26499,2.53288,253.732,-68.9682,4.11108,8.066016,2.06008,6.21346,89.1672,10.17839,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/242666,79.58789149255878,-8.561971947514357,38,93.02791933717984
1992-01-13 02:35:19.288575,40.3816,-125.0058,3.8438,0.143069,28,266.0,57.593,13.0652,15.976958,2.59,-9.9,40.3868,-125.0478,22.335,3.63337,-0.738743,3.62147,273.419,-16.1714,15.8134,20.09375,2.9301,13.0652,93.7554,2226.651,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/242793,20.73661019854052,-2.0145382877160434,6,33.81463834099577
1992-01-17 04:12:41.602032,40.3071,-124.3931,7.8477,0.0385711,12,222.0,19.3371,2.85458,3.4463747,1.96,-9.9,40.3081,-124.3961,7.9448,198.895,32.6654,2.29235,103.262,8.70407,3.36759,4.895996,2.53085,2.85458,141.041,17.69063,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/245193,72.8440318605451,-9.962924485133513,37,86.46744268972027
1992-01-19 05:13:41.919609,40.3205,-124.3648,7.7195,0.017352,7,235.0,17.4116,2.06281,2.7060435,1.53,-9.9,40.3204,-124.367,7.6546,351.919,-2.31938,1.35062,261.041,-20.7248,2.39544,3.470635,1.09436,2.06281,82.9519,9.840111,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/245766,75.23481996494517,-8.451329769847579,37,88.6871291340598
1992-01-27 15:58:05.599640,40.3166,-124.3195,11.1469,0.0329048,6,282.0,20.267,35.8591,13.27439,2.06,-9.9,40.5435,-124.338,21.0659,20.1161,-74.4215,14.0938,223.535,-14.3504,32.4877,44.62811,25.5483,35.8591,130.749,675.8504,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/247715,79.08936720893568,-8.844857728975137,58,92.56169563776027
1992-01-29 01:19:53.097155,40.3102,-124.538,19.6672,0.0378458,23,230.0,25.0587,3.23629,3.690968,2.57,-9.9,40.3105,-124.5373,20.3652,170.978,3.63885,1.66115,263.596,35.6907,3.27743,5.128221,1.3546,3.23629,78.9524,38.06658,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/248405,60.52378218293323,-9.727940084373502,74,74.19012207062804
1992-02-02 19:56:58.984506,40.3651,-124.48,17.0727,0.114158,32,224.0,17.24,2.96355,1.7676592,3.28,-9.9,40.3659,-124.4767,17.2323,177.161,11.2406,1.53705,296.733,68.0652,1.93592,3.819052,1.2558,2.96355,83.7902,21.94565,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/248936,65.40091733260346,-3.590604743544562,75,78.39901353191019
1992-02-07 13:58:27.912666,40.3198,-124.3876,7.143,0.0937612,25,221.0,17.8492,2.54425,3.4646955,2.61,-9.9,40.3195,-124.386,7.1564,180.39,7.87668,1.43173,272.254,13.231,3.06528,4.38907,1.23768,2.54425,88.091,22.37728,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/249667,73.29782452962687,-8.5482002679613,37,86.77087048671113
1992-02-12 22:08:44.528935,40.4322,-125.2756,12.9406,0.258757,46,244.0,79.6073,7.33412,16.626394,3.06,-9.9,40.4294,-125.2472,21.8725,4.94698,0.521034,3.12637,274.996,-5.39098,8.9153,20.67308,2.52784,7.33412,94.7139,1516.42,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/250335,-2.1722379812476764,3.575887576963955,42,10.446928603882053
1992-02-24 07:42:50.345951,40.3584,-124.3698,13.1328,0.0481373,11,262.0,22.1294,6.07751,4.4930234,1.96,-9.9,40.3578,-124.373,12.7268,175.419,-3.86514,2.09477,259.756,55.6018,3.03369,8.860011,1.69685,6.07751,87.8025,46.89821,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/252014,74.76800675426419,-4.247222574227469,57,87.78342431041976
1992-03-01 18:15:32.777393,40.3216,-124.293,10.0578,0.0231163,6,267.0,18.0106,25.1955,10.521534,1.9,-9.9,40.3976,-124.3066,13.3173,21.262,-68.6515,8.12435,257.031,-12.4005,21.4978,32.51129,16.9498,25.1955,160.41,36.6472,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/253599,81.33568765292122,-8.265638700590097,58,94.73516562838479
1992-03-06 16:03:20.853448,40.3144,-124.5874,18.8984,0.0615864,15,268.0,27.7652,5.88683,6.4074354,2.28,-9.9,40.3168,-124.5832,20.6357,178.841,7.02806,2.2268,274.378,38.053,5.88787,9.068843,1.9223,5.88683,85.4158,113.5858,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/254589,56.32110981620089,-9.294204513645484,73,69.9651346701808
1992-03-08 04:26:45.118705,40.2678,-124.2986,9.1609,0.00480302,4,221.0,13.7982,51.7466,16.078987,2.01,-9.9,40.3751,-124.3209,19.3323,288.628,80.6787,19.2171,315.845,-8.30454,26.8058,64.26403,21.5268,51.7466,45.1685,89.34645,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/1193340,80.92396074563861,-14.244556388969423,38,94.95066128215005
1992-03-08 06:37:22.055082,40.2724,-124.2771,8.8727,0.0557626,6,209.0,12.8465,10.6621,6.4435525,1.62,-9.9,40.2894,-124.2635,9.94,142.574,30.5073,5.34045,278.059,50.4324,6.75382,14.06022,4.68075,10.6621,39.5849,8.185602,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/255187,82.74701857194871,-13.713903733241683,39,96.70826390030582
1992-03-09 08:08:36.714035,40.295,-124.267,10.8586,0.130356,20,196.0,14.328,2.42886,1.2787354,3.1,-9.9,40.2898,-124.2714,10.9624,162.588,16.3921,1.3112,159.373,-73.5834,1.60511,3.009277,1.0792,2.42886,72.3595,9.680826,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/255268,83.57814751842366,-11.194985838388076,59,97.27154121880308
1992-03-10 09:42:20.926822,40.3389,-124.3867,10.3461,0.05904,16,231.0,15.7714,2.36836,1.9034921,2.25,-9.9,40.3386,-124.3865,10.2273,175.676,-1.59828,1.38678,262.642,62.1995,2.09699,3.126441,1.12006,2.36836,86.2058,10.22032,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/255794,73.35362405869121,-6.426625770166942,57,86.60459941815459
1992-03-10 09:42:57.054243,40.3418,-124.394,9.7055,0.088404,8,245.0,15.6465,2.48907,2.5779457,1.41,-9.9,40.3428,-124.3943,9.3571,353.783,-14.0096,1.42784,256.899,-25.6602,3.01737,3.332676,1.28681,2.48907,85.3762,14.83877,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/255820,72.73025519876228,-6.110643721517238,37,85.95161632009898
1992-03-26 01:00:35.845249,40.3233,-124.3017,8.7445,0.0109751,6,205.0,17.2157,7.35197,5.02895,1.56,-9.9,40.3291,-124.304,9.417,155.619,42.2621,4.28431,302.797,42.7616,7.05709,9.333084,4.6714,7.35197,54.7509,6.577783,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/259757,80.59427795902754,-8.084839141332466,38,93.97891875428056
1992-03-26 06:45:05.685539,40.3258,-124.3095,7.1109,0.00938502,4,208.0,16.8383,30.0648,16.860878,1.47,-9.9,40.3752,-124.2421,19.1113,157.414,20.9846,18.8443,149.811,-68.8456,21.1215,37.27169,15.4594,30.0648,66.5098,51.14821,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/259786,79.92844501697739,-7.8143236153355256,38,93.28845674253171
1992-03-26 10:23:33.734632,40.3046,-124.5234,19.4109,0.0602786,35,226.0,24.7147,3.03773,3.5206728,3.19,-9.9,40.3043,-124.5241,20.1294,175.206,2.70093,1.47177,266.872,31.6411,3.33797,4.69867,1.19704,3.03773,84.1029,34.18561,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/259796,61.76993657896586,-10.339663792488304,75,75.49339244164554
1992-04-02 07:42:51.644036,40.2993,-124.3127,7.3352,0.0152243,6,217.0,17.0981,19.6881,11.27457,1.5,-9.9,40.3546,-124.2901,11.8267,116.239,12.9613,3.58949,229.421,59.6865,7.73256,27.07652,3.209,19.6881,20.0495,9.151148,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/261605,79.68766485118127,-10.759699040568465,38,93.35687116262297
1992-04-02 19:17:37.029794,40.3014,-124.331,9.0008,0.0674763,14,218.0,18.3555,2.28604,1.9339454,2.36,-9.9,40.2993,-124.3281,8.88,185.443,10.1496,1.35443,322.252,76.2043,2.40933,2.84265,1.12977,2.28604,94.8327,8.56929,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/261657,78.1294654076241,-10.542844926272592,38,91.78454027133408
1992-04-15 00:25:10.898557,40.3145,-124.5307,18.1297,0.0436618,9,287.0,24.2906,5.87337,4.2138963,2.28,-9.9,40.3118,-124.539,18.2452,165.771,-40.3948,3.43759,211.966,39.1279,5.35591,7.731257,3.61686,5.87337,93.0997,59.68211,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/264422,61.140426980319084,-9.245453348914515,74,74.75295522628865
1992-04-17 15:22:47.366984,40.328,-124.3415,6.0219,0.0180517,4,227.0,16.4347,51.483,18.931147,1.99,-9.9,40.4856,-124.5304,20.6572,14.7876,-72.6821,20.8894,193.471,-17.3136,41.4509,63.78153,32.3345,51.483,103.643,1330.612,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/265338,77.20651248523934,-7.598466984544773,38,90.55887208010034
1992-04-21 20:20:18.854087,40.32,-124.467,6.7746,0.0556178,10,255.0,15.7114,1.43258,1.0395788,2.54,-9.9,40.3201,-124.4662,6.7177,172.576,-8.7907,0.610647,227.847,74.8131,1.27077,1.79539,0.512211,1.43258,83.654,2.480117,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/265849,66.54938173053914,-8.58876201288836,36,80.06363622024273
1992-04-22 17:10:25.991879,40.2873,-124.3282,17.6492,0.043255,6,199.0,4.74831,30.4896,8.098781,1.11,-9.9,40.2714,-124.4288,19.4802,135.379,75.2149,8.48804,349.617,12.3087,10.1698,38.13033,8.15103,30.4896,77.8055,15.07954,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/266209,78.38380301770921,-12.105990765623558,78,92.20087782582996
1992-04-25 17:06:44.896680,40.2883,-124.2888,8.5163,0.0564454,10,149.0,4.8369,0.283478,0.23876788,2.5,-9.9,40.288,-124.289,8.5257,316.947,0.8095,0.205172,48.1298,55.6093,0.236574,0.3935349,0.165621,0.283478,46.4877,0.03590593,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/267839,81.73278509770165,-11.959299534970118,39,95.51618042266338
1992-04-25 18:27:36.790187,40.2855,-124.3525,7.0469,0.204421,19,230.0,43.69,6.56952,12.070576,3.67,-9.9,40.2782,-124.3759,13.8209,347.061,1.62733,1.85224,257.549,-16.7007,7.11339,15.47248,1.52594,6.56952,75.7103,349.8752,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/1194334,76.31958883346363,-12.327103603573274,38,90.17108420802761
1992-04-25 18:31:52.693066,40.3174,-124.4448,10.5703,0.0754012,17,234.0,29.6694,7.48331,7.4561377,4.44,-9.9,40.3167,-124.4498,10.1332,174.401,-1.07181,2.00002,263.32,45.2443,7.24199,10.90183,1.61919,7.48331,84.8351,150.4672,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/1194337,68.43879776932846,-8.860521576054015,56,81.97110844979468
1992-04-25 18:36:41.142506,40.3365,-124.4073,3.9719,0.136195,9,261.0,12.9971,22.8333,10.936157,1.93,-9.9,40.3815,-124.359,7.5154,160.702,40.81,7.30457,342.538,49.1754,16.7455,28.29004,9.89783,22.8333,71.3298,230.4157,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/1194340,71.60585721458398,-6.710000491643806,16,84.89602774785611
1992-04-25 18:45:18.389437,40.3089,-124.4521,6.9828,0.136861,16,247.0,13.9983,6.33778,2.8861902,4.05,-9.9,40.311,-124.4609,6.5466,172.294,-6.8575,1.93964,236.723,74.4311,3.11163,8.052332,1.58408,6.33778,83.8281,78.81215,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/267846,67.82685250130395,-9.809969301167063,36,81.46175979363633
1992-04-25 18:47:05.420243,40.3365,-124.3817,5.5094,0.200388,14,243.0,23.9083,6.89617,8.009096,4.56,-9.9,40.3297,-124.4071,7.248,346.562,3.77967,2.48127,258.741,-29.9206,7.74732,10.57301,2.06216,6.89617,75.2878,255.249,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/413292,73.78107014712332,-6.688958400257796,37,87.05712513887819
1992-04-25 18:48:08.822563,40.2901,-124.3648,5.6055,0.0692344,15,232.0,6.75523,3.35134,1.6299549,3.76,-9.9,40.2907,-124.3706,5.5253,344.066,13.183,1.1222,180.976,76.2434,2.0419,4.15909,0.958915,3.35134,74.8142,7.877091,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/284129,75.2685773910126,-11.826870521028873,37,89.07354172083345
1992-04-25 18:48:48.025440,40.3099,-124.4855,6.3102,0.18612,12,258.0,16.5774,1.74605,2.644052,3.89,-9.9,40.3158,-124.4799,5.3041,338.914,18.178,1.19381,253.592,-13.9471,1.99132,3.50245,1.2105,1.74605,53.1463,8.674642,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/267848,64.986741556026,-9.72400543434052,35,78.62822160238642
1992-04-25 18:52:43.474043,40.3057,-124.3483,4.7727,0.0974047,10,227.0,18.9339,3.95157,2.662883,2.71,-9.9,40.3032,-124.3585,4.3042,164.895,-0.904621,1.45817,248.108,82.3892,3.26357,4.919324,1.17762,3.95157,74.9681,16.47413,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/30500001,76.6538807063635,-10.080519966867454,18,90.26871285992307
1992-04-25 18:53:33.583762,40.2741,-124.2611,14.7344,0.0687392,5,263.0,19.9206,21.3493,14.861538,4.1,-9.9,40.2638,-124.3099,13.4873,7.61147,7.06813,11.0182,325.063,-80.4464,18.3769,26.53509,9.01387,21.3493,97.1103,583.2658,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/267849,84.10568526102915,-13.51005551622852,59,98.03817973023959
1992-04-25 18:59:21.988683,40.3027,-124.3317,8.0238,0.0227492,6,196.0,6.46076,6.20994,3.745612,3.65,-9.9,40.3043,-124.3394,8.4482,151.466,52.7699,2.17943,275.06,22.8041,4.24016,8.561596,3.15848,6.20994,20.9677,3.098912,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/30500005,78.06845903991449,-10.399114533877546,38,91.7088441858481
1992-04-25 19:06:42.902793,40.3059,-124.333,7.6074,0.0956708,8,197.0,6.83376,1.48516,1.4130037,3.25,-9.9,40.3057,-124.3344,7.448,351.317,15.9608,0.643534,276.729,-42.899,1.19496,2.267971,0.591049,1.48516,70.8088,1.859212,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/30500010,77.95426363616512,-10.04494169236801,38,91.5582532136148
1992-04-25 19:09:27.209078,40.3361,-124.352,4.8367,0.0764772,8,205.0,10.5444,4.46382,2.6946898,3.78,-9.9,40.3399,-124.3612,4.5994,354.4,5.47871,1.84616,181.46,84.4797,3.34859,5.530312,1.50568,4.46382,84.4466,9.72668,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/30500012,76.30510006358959,-6.708172481982414,17,89.56933657380424
1992-04-25 19:10:02.014998,40.302,-124.3317,7.8316,0.0834007,18,197.0,6.38589,1.09319,0.931003,3.67,-9.9,40.3017,-124.3322,7.7901,0.996245,18.7645,0.700773,294.198,-49.2274,0.972782,1.510278,0.600725,1.09319,81.6052,1.649819,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/267850,78.0692653821648,-10.476840602796365,38,91.7177706974111
1992-04-25 19:13:16.959173,40.3372,-124.4576,4.4203,0.0736362,5,265.0,16.1409,21.1028,6.2007337,2.98,-9.9,40.3421,-124.5953,6.6083,6.9507,2.62408,3.5614,303.123,-84.0678,7.32411,26.24763,2.88453,21.1028,96.7212,143.9329,-999.0,-99.0,-99.0,-1.0,-1, quakeml:NC/Event/NC/30500014,67.3311902580455,-6.671783748861882,16,80.64078312677724
