time,lat,lon,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,x,y,along_stk_disloc
2024-12-05 18:44:21.110000+00:00,40.374,-125.021666666667,10.0,7.0,mw,172,229.0,0.5261,0.23,nc,nc75095651,2024-12-09T20:26:03.345Z,"2024 Offshore Cape Mendocino, California Earthquake",earthquake,0.63,31.61,0.018,303,reviewed,nc,nc,19.391450507671937,-2.8620556955454153,19.584388396471756
